,date,datatype,value,county_fips
456,2016-01-05T00:00:00,TMIN,-5.4,05119
457,2016-01-06T00:00:00,PRCP,0.0,05119
458,2016-01-06T00:00:00,TMAX,8.120000000000001,05119
459,2016-01-06T00:00:00,TMIN,-4.840000000000001,05119
460,2016-01-07T00:00:00,PRCP,5.177777777777777,05119
461,2016-01-07T00:00:00,TMAX,9.66,05119
462,2016-01-07T00:00:00,TMIN,-0.7799999999999999,05119
463,2016-01-08T00:00:00,PRCP,5.160714285714286,05119
464,2016-01-08T00:00:00,TMAX,13.12,05119
465,2016-01-08T00:00:00,TMIN,6.32,05119
466,2016-01-09T00:00:00,PRCP,14.620689655172415,05119
467,2016-01-09T00:00:00,TMAX,15.439999999999998,05119
468,2016-01-09T00:00:00,TMIN,6.220000000000001,05119
469,2016-01-10T00:00:00,PRCP,16.74137931034483,05119
470,2016-01-10T00:00:00,TMAX,7.0,05119
471,2016-01-10T00:00:00,TMIN,-4.4,05119
472,2016-01-11T00:00:00,PRCP,0.0,05119
473,2016-01-11T00:00:00,TMAX,4.0200000000000005,05119
474,2016-01-11T00:00:00,TMIN,-6.840000000000001,05119
475,2016-01-12T00:00:00,PRCP,0.0,05119
476,2016-01-12T00:00:00,TMAX,8.8,05119
477,2016-01-12T00:00:00,TMIN,-5.42,05119
478,2016-01-13T00:00:00,PRCP,0.0,05119
479,2016-01-13T00:00:00,TMAX,13.66,05119
480,2016-01-13T00:00:00,TMIN,-2.96,05119
481,2016-01-14T00:00:00,PRCP,0.0,05119
482,2016-01-14T00:00:00,TMAX,15.540000000000001,05119
483,2016-01-14T00:00:00,TMIN,-1.32,05119
484,2016-01-15T00:00:00,PRCP,0.33,05119
485,2016-01-15T00:00:00,TMAX,17.98,05119
486,2016-01-15T00:00:00,TMIN,3.3200000000000003,05119
487,2016-01-16T00:00:00,PRCP,0.0,05119
488,2016-01-16T00:00:00,TMAX,13.34,05119
489,2016-01-16T00:00:00,TMIN,-0.22000000000000003,05119
490,2016-01-17T00:00:00,PRCP,0.0,05119
491,2016-01-17T00:00:00,TMAX,9.559999999999999,05119
492,2016-01-17T00:00:00,TMIN,-4.32,05119
493,2016-01-18T00:00:00,PRCP,0.1392857142857143,05119
494,2016-01-18T00:00:00,TMAX,5.44,05119
